"ID","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"6781145","OXXO SUC 50DIP VIA CORDILLERA MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","PRIVADA","VALLE PONIENTE","PRIVADA","ALFONSO MARTÍNEZ DOMÍNGUEZ","CALLE","UNIDAD LABORAL","CALLE","RODOLFO GAYTÁN","10",,,,,,"COLONIA","VALLE PONIENTE SECTOR OLINCA",,,,"66196","19","NUEVO LEÓN   ","048","Santa Catarina","0001","Ciudad Santa Catarina","0920","002",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.66316925","-100.45838959","2017-03"
"6791316","OXXO SUC 50DIV XOCHIMILCO II MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","VAQUERÍAS","CALLE","DE LA FRONDA","AVENIDA","CALLE DEL BOSQUE","CALLE","RÍO BRAVO","0","SN",,,,,"COLONIA","VAQUERIAS",,,,"67195","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1654","011",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.66001304","-100.16682559","2017-03"
"6797158","OXXO SUC 50DIW ALBORAN MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","PUERTA DE HIERRO","VIADUCTO","NINGUNO","CALLE","ALEJANDRO DE RODAS","CALLE","NINGUNO","524",,,,,,"COLONIA","PUERTA DE HIERRO",,,,"64349","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","5547","022",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.74605428","-100.41938941","2017-11"
"6787685","OXXO SUC 50DJJ EMPACADORA MTA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","CRISTÓBAL COLÓN","CALLE","IGNACIO ZARAGOZA","CALLE","MARIANO ESCOBEDO","CALLE","IGNACIO ALLENDE","420",,,,,,"COLONIA","CENTRO",,,,"67590","19","NUEVO LEÓN   ","038","Montemorelos","0001","Montemorelos","0411","004",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.18878121","-99.82567396","2017-03"
"6797310","OXXO SUC 50DKR EL REAL MTA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","FLOR DE LOTO","AVENIDA","CLAVEL","AVENIDA","PRIMAVERA","AVENIDA","HELECHO","100",,,,,,"COLONIA","EL MIRADOR",,,,"67266","19","NUEVO LEÓN   ","031","Juárez","0001","Ciudad Benito Juárez","1071","005",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.65040902","-100.081083","2017-11"
"6847445","OXXO SUC 50DL0 BAT MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","FRANCISCO I MADERO","CALLE","ARTEAGA","CALLE","ANTONIO I VILLARREAL","CALLE","CRISTOBAL COLON","2750",,,,,,"COLONIA","ZONA CENTRO",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","146A","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.68427945","-100.33640983","2018-03"
"6371465","OXXO SUC 50DLS PEDREGAL LA SILLAMTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","Avenida de la Luz","CALLE","Pedregal de la Laguna","CALLE","Pedregal de la Cañada Norte","CALLE","Ninguno","6800",,,,"0",,"COLONIA","PEDREGAL LA SILLA",,,,"64898","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","4873","017",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.60325212","-100.25783786","2010-07"
"6848516","OXXO SUC 50DM4 CANDIA II MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","MA. DE JESUS CANDIA","CALLE","BATALLA DE SANTA ROSA","CALLE","BATALLA DE AGUASCALIENTES","CALLE",,"5619",,,,,,"COLONIA","ALVARO OBREGON",,,,"64150","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0264","003",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.73320401","-100.36743561","2018-03"
"6371212","OXXO SUC 50DNB DULCES NOMBRES IIMTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CARRETERA","JUAREZ APODACA","CARRETERA","A DULCES NOMBRES","CALLE","NINGUNO","CALLE","NINGUNO","1101",,,,,,"COLONIA","HUINALA",,,,"66640","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","2900","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.69950473","-100.12996235","2010-07"
"6371218","OXXO SUC 50DNM DULCES NOMBRES MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","PROLONGACION","RUIZ CORTINES","PROLONGACION","GUADALAJARA","PROLONGACION","NINGUNO","PROLONGACION","NINGUNO","360","A",,,,,"COLONIA","SAN ISIDRO II",,,,"66646","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1014","025",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.7088676","-100.19281111","2010-07"
"6364732","OXXO SUC 50DNO DEL NORTE MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CARRETERA","CARRETERA A LAREDO","CALLE","NINGUNO","CALLE","NINGUNO","CARRETERA","NINGUNO","0","SN",,,,,"COLONIA","NINGUNO",,,,"66600","19","NUEVO LEÓN   ","025","General Zuazua","0299","Aeropuerto del Norte","0023","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.85823791","-100.23896453","2010-07"
"6364728","OXXO SUC 50DOY VALLE DE FLORESTAMTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","PROLONGACION","Perimetral Centro","PROLONGACION","NINGUNO","PROLONGACION","NINGUNO","PROLONGACION","NINGUNO","0",,,,"0",,"COLONIA","VALLE FLORESTA",,,,"66655","19","NUEVO LEÓN   ","041","Pesquería","0337","Colinas del Aeropuerto","0169","014",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.82900778","-100.11701085","2010-07"
"6371445","OXXO SUC 50DOZDIAZ ORDAZ MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","BOULEVARD","Licenciado Gustavo Díaz Ordaz","CALLE","Corregidora","CALLE","NINGUNO","CALLE","Lucio Blanco","0","KM 335",,,"0",,"COLONIA","LA LEONA",,,,"66210","19","NUEVO LEÓN   ","019","San Pedro Garza García","0001","San Pedro Garza García","0577","003",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.67446552","-100.40424527","2010-07"
"6367482","OXXO SUC 50DPD JARDINESSNANDRES MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","Jardines de San Andrés","CALLE","JARDIN DE FRAMBOYANES","CALLE","Jardín de los Geranios","CALLE","ESTELARIS","0",,,,"0",,"COLONIA","SAN ANDRES",,,,"66640","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","1558","027",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.79770443","-100.24136889","2010-07"
"6364532","OXXO SUC 50DPF BALCONESSANMIGUELMTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","BALCONES DE SAN MIGUEL","CALLE","DIECISIETE","CALLE","DIECIOCHO","CALLE","QUINTA","800",,,,,,"COLONIA","VALLE SAN MIGUEL",,,,"67114","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1851","017",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.71495566","-100.18781834","2014-12"
"6371220","OXXO SUC 50DRS SAN ANDRES MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CARRETERA","Baja California Norte","CARRETERA","BAJA CALIFORNIA NTE","CARRETERA","NINGUNO","CARRETERA","NINGUNO","100",,,,"0",,"COLONIA","SAN ANDRES",,,,"66640","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","144A","003",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.74450516","-100.17453661","2010-07"
"6845330","OXXO SUC 50DSN PEDRERAS MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","LIBRAMIENTO NORTE DE MONTERREY KM, 21 500 PEDRERAS-SAN MIGUEL","CALLE","ANILLO PERIFÉRICO DE MONTERREY","CALLE","PROFESIONISTAS","CALLE","ADMINISTRADORES","6700","A",,,,,"COLONIA","MONCLOVITA",,,,"66085","19","NUEVO LEÓN   ","021","General Escobedo","0140","Monclova Segundo Sector","0842","014",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.81686594","-100.39562435","2018-03"
"6369595","OXXO SUC 50DSW DR COSS MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","Doctor José María Cos","CALLE","5 de Mayo","CALLE","George Washington","CALLE","Diego de Montemayor","305",,,,"0",,"COLONIA","ZONA CENTRO",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1690","039",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.67383959","-100.30751846","2010-07"
"6796819","OXXO SUC 50DT7 MISION DE LAS VILLAS MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","GOLFO DE VIZCAYA","CALLE","CAÑON DE SAN PABLO","CALLE","DE LAS PALMERAS","CALLE","GOLFO DE VIZCAYA","401",,,,,,"COLONIA","MISION DE LAS VILLAS PRIMER SECTOR",,,,"66369","19","NUEVO LEÓN   ","048","Santa Catarina","0001","Ciudad Santa Catarina","1435","003",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.70110499","-100.45231741","2017-11"
"6370785","OXXO SUC 50DTF DIAMANTE MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","PROLONGACION","16 DE SEPTIEMBRE","CALLE","DIAMANTE","CALLE","AMATISTA","CALLE","ESMERALDA","100",,,,,,"COLONIA","VALLE DE SAN JOSE",,,,"66004","19","NUEVO LEÓN   ","018","García","0001","García","0565","007",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.79198869","-100.59947633","2014-12"
"6370809","OXXO SUC 50DUC ACUEDUCTO MTA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","Jesús García","AVENIDA","José María Pino Suárez","AVENIDA","Diego de Montemayor","AVENIDA","Acueducto","505",,,,"0",,"COLONIA","JARDINES DE LA SILLA",,,,"67280","19","NUEVO LEÓN   ","031","Juárez","0045","Jardines de la Silla (Jardines)","0092","008",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.63668447","-100.17862468","2010-07"
"6791315","OXXO SUC 50DUD EL VAPOR MTA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","CAMINO AL VAPOR","CALLE","MOCHO","AVENIDA","REAL DEL VALLE","CALLE","VALLE DE SAN MATEO","0","SN",,,,,"COLONIA","LOS SABINOS",,,,"67515","19","NUEVO LEÓN   ","038","Montemorelos","0001","Montemorelos","0252","008",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.19568795","-99.84175179","2017-03"
"6791389","OXXO SUC 50DXN VALLE DE APODACA MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","ANDROMEDA","CALLE","ROMA","CALLE","NINGUNO","CALLE","NINGUNO","304",,,,,,"COLONIA","NUEVA LAS PUENTES",,,,"66612","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","1242","038",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.79065334","-100.25993727","2017-03"
"6364370","OXXO SUC 50DYJ EL MOLINO MTA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","PROLONGACION","José María Morelos y Pavón","PROLONGACION","Ninguno","PROLONGACION","Ninguno","PROLONGACION","Ninguno","925",,,,"0",,"COLONIA","JOSE O MARTINEZ SECC A",,,,"67484","19","NUEVO LEÓN   ","009","Cadereyta Jiménez","0001","Cadereyta Jiménez","0369","011",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.58557229","-99.99252003","2012-06"
"6364373","OXXO SUC 50DZL GUERRERO MTA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","Benito Juárez","CALLE","Manuel Ávila Camacho","CALLE","Adolfo López Mateos","CALLE","Zaragoza","815",,,,"0",,"COLONIA","CADEREYTA",,,,"67485","19","NUEVO LEÓN   ","009","Cadereyta Jiménez","0001","Cadereyta Jiménez","041A","017",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.59273409","-100.01099746","2013-07"
"6373640","OXXO SUC 50DZT PILARES MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","CERRO DE LA SILLA","CALLE","VALLE DEL LAS FUENTES","CALLE","LA HUASTECA","CALLE","EL POTRERO","101",,,,,,"COLONIA","LOS PILARES",,,,"65515","19","NUEVO LEÓN   ","045","Salinas Victoria","0550","Los Pilares","0168","043",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.91076672","-100.24653791","2014-12"
"6850782","OXXO SUC 50E4U COLLADOS MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","LAZARILLOS","CALLE","PROFESOR ISRAEL CAVAZOS","CALLE","LA SILLA","VIADUCTO","NINGUNO","5318",,,,,,"COLONIA","COLLADOS DE GUADALUPE SEGUNDO SECTOR",,,,"67186","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","2046","052",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.64857238","-100.20989101","2018-11"
"6850737","OXXO SUC 50E79 VALLE DE LAS ALAMEDAS MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","REPÚBLICA MEXICANA","CALLE","NINGUNO","CALLE","DEL ESTUDIO","CALLE","FLORENCIA","310",,,,,,"COLONIA","VALLE DE LAS ALAMEDAS",,,,"66417","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0447","071",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.76682338","-100.27227716","2018-11"
"6847070","OXXO SUC 50E9O AMBERES MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","AMERICAS","AVENIDA","ESQUINA AVENIDA MEZQUITAL SANTA ROSA","AVENIDA","TULIPAN","AVENIDA",,"100",,,,,,"COLONIA","AMBERES RESIDENCIAL",,,,"66610","19","NUEVO LEÓN   ","006","Apodaca","0388","Ex-Hacienda Santa Rosa","2908","013",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.80663612","-100.22145239","2018-03"
"6373641","OXXO SUC 50EAU CERRODELOBISPADO MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","CERRO DEL OBISPO","CALLE","CERRO DE LA CAMPANA","CALLE","CALZADA DEL SOL","CALLE","MUSEO DEL VIDRIO","400",,,,,,"COLONIA","LOS PILARES",,,,"65515","19","NUEVO LEÓN   ","045","Salinas Victoria","0550","Los Pilares","0168","043",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.9108947","-100.24641668","2014-12"
"6373643","OXXO SUC 50EBH SIERRA MADRE MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","CERRO DE LA SILLA","CALLE","CALZADA DEL SOL","CALLE","PLAZA MORELOS","CALLE","BARRIO ANTIGUO","408",,,,,,"COLONIA","LOS PILARES",,,,"65515","19","NUEVO LEÓN   ","045","Salinas Victoria","0550","Los Pilares","0168","069",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.91532084","-100.24128875","2014-12"
"6850783","OXXO SUC 50EBJ AMISTAD MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","PASEO DE LA AMISTAD","CALLE","CIRCUITO DE LA PAZ","VIADUCTO","NINGUNO","PRIVADA","SEXTA DE LA PAZ","396",,,,,,"COLONIA","MIRAVISTA",,,,"66050","19","NUEVO LEÓN   ","021","General Escobedo","0001","Ciudad General Escobedo","0452","034",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.79608243","-100.31766041","2018-11"
"6373574","OXXO SUC 50EBS SALINAS MTA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","Jerónimo Treviño","CALLE","José Miguel González","CALLE","Ninguno","CALLE","Ninguno","0",,,,"0",,"COLONIA","SALINAS DE GORTARI",,,,"67484","19","NUEVO LEÓN   ","009","Cadereyta Jiménez","0001","Cadereyta Jiménez","0941","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.56326145","-99.97882307","2011-03"
"6850754","OXXO SUC 50EC7 CONDESA MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","CARRILLO","CALLE","LA CONDESA","CALLE","SALVA TIERRA","CALLE","CAPELA","464",,,,,,"COLONIA","LA CONDESA",,,,"67130","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","2722","013",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.6961661","-100.15688858","2018-11"
"6371203","OXXO SUC 50ECA ELOY CAVAZOS MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","ELOY CAVAZOS","AVENIDA","MEXICO","AVENIDA","NINGUNO","AVENIDA","NINGUNO","7841",,,,,,"COLONIA","RINCON DE LA SIERRA",,,,"67190","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","2031","040",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.64935522","-100.18855701","2010-07"
"6371418","OXXO SUC 50ECL ENRIQUE C LIVAS MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","Enrique C. Libas","CALLE","Canadá","CALLE","Guayana Francesa","CALLE","Venezuela","701","A",,,"0",,"COLONIA","VISTA HERMOSA",,,,"64620","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1440","024",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.69145436","-100.3550957","2010-07"
"6370733","OXXO SUC 50ECN ENCINOS MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","ANDRÓMEDA","AVENIDA","LOS ENCINOS","AVENIDA","NUEVO LAS PUENTES","CALLE","ROMA","304",,,,,,"COLONIA","NVA LAS PUENTES",,,,"66612","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","1276","002",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.79047378","-100.26316994","2010-07"
"6796646","OXXO SUC 50ECV PASEO DE GUADALUPE MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","COAHUILA","AVENIDA","PASEO DE GUADALUPE","AVENIDA","NINGUNO","AVENIDA","NINGUNO","101","A",,,,,"COLONIA","PASEO DE GUADALUPE",,,,"67199","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","2313","036",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.65614495","-100.1527967","2017-11"
"6366267","OXXO SUC 50EDI EDISON MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","THOMAS ALBA EDISON","AVENIDA","JOSE MARIA MICHELENA","AVENIDA","MIGUEL DOMINGUEZ","AVENIDA","SANTOS DEGOLLADO","1304",,,,,,"COLONIA","TALLERES",,,,"64480","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1192","039",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.68881708","-100.33298217","2010-07"
"6781146","OXXO SUC 50EDP PALMAR MON","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","EL PALMAR","AVENIDA","RIO TAMUIN","AVENIDA","LAS TORRES","AVENIDA","NINGUNO","400",,,,,,"COLONIA","BOSQUES DE LA HUASTECA",,,,"66354","19","NUEVO LEÓN   ","048","Santa Catarina","0001","Ciudad Santa Catarina","1505","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.70075171","-100.50756585","2017-03"
"6370798","OXXO SUC 50EDS ESTACION LERDO MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","Benito Juárez","AVENIDA","Licenciado Sebastián Lerdo de Tejada","AVENIDA","Primera Avenida","AVENIDA","Independencia","602",,,,"0",,"CIUDAD","COLONIA CENTRO",,,,"67100","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0317","011",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.6796743","-100.25193724","2010-07"
"6369226","OXXO SUC 50EED ESTACION EDISON MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CARRETERA","Cristóbal Colón","AVENIDA","Thomas Alva Edison","AVENIDA","Santos Degollado","AVENIDA","Prolongación Cristóbal Colón","2205","0",,,"0",,"COLONIA","ZONA ARQUEOLOGICA DE UXMAL",,,,"64480","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1205","015",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.68704769","-100.33335873","2010-07"
"6364474","OXXO SUC 50EGJ DURANGO SLF","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","CONSTITUCIÓN","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,,,"COLONIA","GALEANA",,,,"67850","19","NUEVO LEÓN   ","017","Galeana","0001","Galeana","0731","038",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","24.80751547","-100.06598711","2010-07"
"6364411","OXXO SUC 50EGX ESTACION GARCIA MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","SOR JUANA INÉS DE LA CRUZ","CALLE","ROBLE","AVENIDA","HEBERTO CASTILLO MARTÍNEZ","VIADUCTO","NINGUNO","1000","B",,,,,"COLONIA","LAS ARBOLEDAS",,,,"66004","19","NUEVO LEÓN   ","018","García","0001","García","0423","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.7960537","-100.58275292","2014-12"
"6369221","OXXO SUC 50EHA ECHEVERRIA MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CARRETERA","General Bernardo Reyes","CARRETERA","Francisco Javier Echeverría","CARRETERA","José Justo Corro","CARRETERA","Octava Norte","1912",,,,"0",,"COLONIA","INDUSTRIAL",,,,"64440","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","3610","002",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.69411099","-100.32446497","2010-07"
"6364659","OXXO SUC 50EHC CEH MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","Cuauhtémoc","AVENIDA","Miguel Hidalgo y Costilla","AVENIDA","Fray Servando Teresa de Mier","AVENIDA","José Garibaldi","881",,,,"0",,"COLONIA","ZONA CENTRO",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1686","012",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.66820494","-100.31945434","2013-07"
"6364458","OXXO SUC 50EHF METRO SENDERO MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CARRETERA","CARRETERA A COLOMBIA","CALLE","PUERTA DEL NORTE","AVENIDA","SENDERO NORTE","BOULEVARD","LICENCIADO JOSÉ LÓPEZ PORTILLO","113",,,,,,"COLONIA","VALLE DEL CANADA",,,,"66059","19","NUEVO LEÓN   ","021","General Escobedo","0001","Ciudad General Escobedo","0293","002",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.76904126","-100.29264477","2010-07"
"6373628","OXXO SUC 50EHH NEXXUS CRISTAL MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","LOS PINOS","AVENIDA","CRISTAL","CALLE","ORSINI","CALLE","ROMANO V","700",,,,,,"COLONIA","NEXXUS RESIDENCIAL SECTOR CRISTAL",,,,"66055","19","NUEVO LEÓN   ","021","General Escobedo","0001","Ciudad General Escobedo","0378","061",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.76880833","-100.31250056","2010-07"
